fid,start_BusName,end_BusName,start_lat,start_lon,end_lat,end_lon,voltage,polarity,start_option,end_option,rid
1215,8JACKSON TN_360019,8LAG CRK CT_360568,35.70901203,-88.79407261,36.27534882,-88.83423675,500,ac,default,default,8JACKSON_TN_360019-8LAG_CRK_CT_360568
1216,8JACKSON TN_360019,8LIMESTONE_360088,35.70901203,-88.79407261,34.71890958,-86.84630969,500,ac,default,default,8JACKSON_TN_360019-8LIMESTONE_360088
1217,8JACKSON TN_360019,8MADISON AL_360060,35.70901203,-88.79407261,34.79577878,-86.52158584,500,ac,default,default,8JACKSON_TN_360019-8MADISON_AL_360060
1218,8JACKSON TN_360019,8MAGNOL CC1_360613,35.70901203,-88.79407261,34.8287922,-89.20041124,500,ac,default,default,8JACKSON_TN_360019-8MAGNOL_CC1_360613
1219,8JACKSON TN_360019,8MARSHALL KY_360015,35.70901203,-88.79407261,37.02455006,-88.39384277,500,ac,default,default,8JACKSON_TN_360019-8MARSHALL_KY_360015
1220,8JACKSON TN_360019,8MAURY TN_360050,35.70901203,-88.79407261,35.672863,-87.01861625,500,ac,default,default,8JACKSON_TN_360019-8MAURY_TN_360050
1221,8JACKSON TN_360019,8MONTGOMERY_360044,35.70901203,-88.79407261,36.59438524,-87.25325857,500,ac,default,default,8JACKSON_TN_360019-8MONTGOMERY_360044
1222,8JACKSON TN_360019,8PARADIS CC5_360185,35.70901203,-88.79407261,37.25966758,-86.97670194,500,ac,default,default,8JACKSON_TN_360019-8PARADIS_CC5_360185
1223,8JACKSON TN_360019,8PARADISE CC_360117,35.70901203,-88.79407261,37.259697,-86.976991,500,ac,default,default,8JACKSON_TN_360019-8PARADISE_CC_360117
1224,8JACKSON TN_360019,8PHIPPS B NP_360102,35.70901203,-88.79407261,36.46070569,-82.80788409,500,ac,default,default,8JACKSON_TN_360019-8PHIPPS_B_NP_360102
1225,8JACKSON TN_360019,8PIN HOOK TN_360581,35.70901203,-88.79407261,36.04646628,-86.60595108,500,ac,default,default,8JACKSON_TN_360019-8PIN_HOOK_TN_360581
1226,8JACKSON TN_360019,8PLATEAU TN_360077,35.70901203,-88.79407261,36.05858036,-85.14194112,500,ac,default,default,8JACKSON_TN_360019-8PLATEAU_TN_360077
1227,8JACKSON TN_360019,8RACCOON MTN_360079,35.70901203,-88.79407261,35.05681146,-85.38724619,500,ac,default,default,8JACKSON_TN_360019-8RACCOON_MTN_360079
1228,8JACKSON TN_360019,8RUTHERFORD_360010,35.70901203,-88.79407261,35.82791498,-86.59841524,500,ac,default,default,8JACKSON_TN_360019-8RUTHERFORD_360010
1229,8JACKSON TN_360019,8SEQUOYAH NP_360081,35.70901203,-88.79407261,35.22706031,-85.09419774,500,ac,default,default,8JACKSON_TN_360019-8SEQUOYAH_NP_360081
1230,8JACKSON TN_360019,8SHELBY TN_360021,35.70901203,-88.79407261,35.38606284,-89.80340294,500,ac,default,default,8JACKSON_TN_360019-8SHELBY_TN_360021
1231,8JACKSON TN_360019,8TRICO STEEL_360014,35.70901203,-88.79407261,34.60872576,-87.05506218,500,ac,default,default,8JACKSON_TN_360019-8TRICO_STEEL_360014
1232,8JACKSON TN_360019,8UNION MS_360033,35.70901203,-88.79407261,34.37783096,-88.85850114,500,ac,default,default,8JACKSON_TN_360019-8UNION_MS_360033
1233,8JACKSON TN_360019,8VOLUNTEER_360097,35.70901203,-88.79407261,36.1219789,-83.81482256,500,ac,default,default,8JACKSON_TN_360019-8VOLUNTEER_360097
1234,8JACKSON TN_360019,8WEST POINT_360035,35.70901203,-88.79407261,33.63551392,-88.65363834,500,ac,default,default,8JACKSON_TN_360019-8WEST_POINT_360035
1235,8JACKSON TN_360019,8WID CRK FP_360065,35.70901203,-88.79407261,34.88726197,-85.75423778,500,ac,default,default,8JACKSON_TN_360019-8WID_CRK_FP_360065
1236,8JACKSON TN_360019,8WILSON TN_360071,35.70901203,-88.79407261,36.2052377,-86.46506033,500,ac,default,default,8JACKSON_TN_360019-8WILSON_TN_360071
1237,8JVILLE FP_360037,8LAG CRK CC_360615,36.02382902,-87.98154082,35.65702785,-89.39460044,500,ac,default,default,8JVILLE_FP_360037-8LAG_CRK_CC_360615
1238,8JVILLE FP_360037,8LAG CRK CT_360568,36.02382902,-87.98154082,36.27534882,-88.83423675,500,ac,default,default,8JVILLE_FP_360037-8LAG_CRK_CT_360568
1239,8JVILLE FP_360037,8LIMESTONE_360088,36.02382902,-87.98154082,34.71890958,-86.84630969,500,ac,default,default,8JVILLE_FP_360037-8LIMESTONE_360088
1240,8JVILLE FP_360037,8MADISON AL_360060,36.02382902,-87.98154082,34.79577878,-86.52158584,500,ac,default,default,8JVILLE_FP_360037-8MADISON_AL_360060
1241,8JVILLE FP_360037,8MAGNOL CC1_360613,36.02382902,-87.98154082,34.8287922,-89.20041124,500,ac,default,default,8JVILLE_FP_360037-8MAGNOL_CC1_360613
1242,8JVILLE FP_360037,8MARSHALL KY_360015,36.02382902,-87.98154082,37.02455006,-88.39384277,500,ac,default,default,8JVILLE_FP_360037-8MARSHALL_KY_360015
1243,8JVILLE FP_360037,8MAURY TN_360050,36.02382902,-87.98154082,35.672863,-87.01861625,500,ac,default,default,8JVILLE_FP_360037-8MAURY_TN_360050
1244,8JVILLE FP_360037,8MONTGOMERY_360044,36.02382902,-87.98154082,36.59438524,-87.25325857,500,ac,default,default,8JVILLE_FP_360037-8MONTGOMERY_360044
1245,8JVILLE FP_360037,8PARADIS CC5_360185,36.02382902,-87.98154082,37.25966758,-86.97670194,500,ac,default,default,8JVILLE_FP_360037-8PARADIS_CC5_360185
1246,8JVILLE FP_360037,8PARADISE CC_360117,36.02382902,-87.98154082,37.259697,-86.976991,500,ac,default,default,8JVILLE_FP_360037-8PARADISE_CC_360117
1247,8JVILLE FP_360037,8PHIPPS B NP_360102,36.02382902,-87.98154082,36.46070569,-82.80788409,500,ac,default,default,8JVILLE_FP_360037-8PHIPPS_B_NP_360102
1248,8JVILLE FP_360037,8PIN HOOK TN_360581,36.02382902,-87.98154082,36.04646628,-86.60595108,500,ac,default,default,8JVILLE_FP_360037-8PIN_HOOK_TN_360581
1249,8JVILLE FP_360037,8PLATEAU TN_360077,36.02382902,-87.98154082,36.05858036,-85.14194112,500,ac,default,default,8JVILLE_FP_360037-8PLATEAU_TN_360077
1250,8JVILLE FP_360037,8RACCOON MTN_360079,36.02382902,-87.98154082,35.05681146,-85.38724619,500,ac,default,default,8JVILLE_FP_360037-8RACCOON_MTN_360079
1251,8JVILLE FP_360037,8RUTHERFORD_360010,36.02382902,-87.98154082,35.82791498,-86.59841524,500,ac,default,default,8JVILLE_FP_360037-8RUTHERFORD_360010
1252,8JVILLE FP_360037,8SEQUOYAH NP_360081,36.02382902,-87.98154082,35.22706031,-85.09419774,500,ac,default,default,8JVILLE_FP_360037-8SEQUOYAH_NP_360081
1253,8JVILLE FP_360037,8SHELBY TN_360021,36.02382902,-87.98154082,35.38606284,-89.80340294,500,ac,default,default,8JVILLE_FP_360037-8SHELBY_TN_360021
1254,8JVILLE FP_360037,8TRICO STEEL_360014,36.02382902,-87.98154082,34.60872576,-87.05506218,500,ac,default,default,8JVILLE_FP_360037-8TRICO_STEEL_360014
1255,8JVILLE FP_360037,8UNION MS_360033,36.02382902,-87.98154082,34.37783096,-88.85850114,500,ac,default,default,8JVILLE_FP_360037-8UNION_MS_360033
1256,8JVILLE FP_360037,8VOLUNTEER_360097,36.02382902,-87.98154082,36.1219789,-83.81482256,500,ac,default,default,8JVILLE_FP_360037-8VOLUNTEER_360097
1257,8JVILLE FP_360037,8WEST POINT_360035,36.02382902,-87.98154082,33.63551392,-88.65363834,500,ac,default,default,8JVILLE_FP_360037-8WEST_POINT_360035
1258,8JVILLE FP_360037,8WID CRK FP_360065,36.02382902,-87.98154082,34.88726197,-85.75423778,500,ac,default,default,8JVILLE_FP_360037-8WID_CRK_FP_360065
1259,8JVILLE FP_360037,8WILSON TN_360071,36.02382902,-87.98154082,36.2052377,-86.46506033,500,ac,default,default,8JVILLE_FP_360037-8WILSON_TN_360071
1260,8LAG CRK CC_360615,8LAG CRK CT_360568,35.65702785,-89.39460044,36.27534882,-88.83423675,500,ac,default,default,8LAG_CRK_CC_360615-8LAG_CRK_CT_360568
1261,8LAG CRK CC_360615,8LIMESTONE_360088,35.65702785,-89.39460044,34.71890958,-86.84630969,500,ac,default,default,8LAG_CRK_CC_360615-8LIMESTONE_360088
1262,8LAG CRK CC_360615,8MADISON AL_360060,35.65702785,-89.39460044,34.79577878,-86.52158584,500,ac,default,default,8LAG_CRK_CC_360615-8MADISON_AL_360060
1263,8LAG CRK CC_360615,8MAGNOL CC1_360613,35.65702785,-89.39460044,34.8287922,-89.20041124,500,ac,default,default,8LAG_CRK_CC_360615-8MAGNOL_CC1_360613
1264,8LAG CRK CC_360615,8MARSHALL KY_360015,35.65702785,-89.39460044,37.02455006,-88.39384277,500,ac,default,default,8LAG_CRK_CC_360615-8MARSHALL_KY_360015
1265,8LAG CRK CC_360615,8MAURY TN_360050,35.65702785,-89.39460044,35.672863,-87.01861625,500,ac,default,default,8LAG_CRK_CC_360615-8MAURY_TN_360050
1266,8LAG CRK CC_360615,8MONTGOMERY_360044,35.65702785,-89.39460044,36.59438524,-87.25325857,500,ac,default,default,8LAG_CRK_CC_360615-8MONTGOMERY_360044
1267,8LAG CRK CC_360615,8PARADIS CC5_360185,35.65702785,-89.39460044,37.25966758,-86.97670194,500,ac,default,default,8LAG_CRK_CC_360615-8PARADIS_CC5_360185
1268,8LAG CRK CC_360615,8PARADISE CC_360117,35.65702785,-89.39460044,37.259697,-86.976991,500,ac,default,default,8LAG_CRK_CC_360615-8PARADISE_CC_360117
1269,8LAG CRK CC_360615,8PHIPPS B NP_360102,35.65702785,-89.39460044,36.46070569,-82.80788409,500,ac,default,default,8LAG_CRK_CC_360615-8PHIPPS_B_NP_360102
1270,8LAG CRK CC_360615,8PIN HOOK TN_360581,35.65702785,-89.39460044,36.04646628,-86.60595108,500,ac,default,default,8LAG_CRK_CC_360615-8PIN_HOOK_TN_360581
1271,8LAG CRK CC_360615,8PLATEAU TN_360077,35.65702785,-89.39460044,36.05858036,-85.14194112,500,ac,default,default,8LAG_CRK_CC_360615-8PLATEAU_TN_360077
1272,8LAG CRK CC_360615,8RACCOON MTN_360079,35.65702785,-89.39460044,35.05681146,-85.38724619,500,ac,default,default,8LAG_CRK_CC_360615-8RACCOON_MTN_360079
1273,8LAG CRK CC_360615,8RUTHERFORD_360010,35.65702785,-89.39460044,35.82791498,-86.59841524,500,ac,default,default,8LAG_CRK_CC_360615-8RUTHERFORD_360010
1274,8LAG CRK CC_360615,8SEQUOYAH NP_360081,35.65702785,-89.39460044,35.22706031,-85.09419774,500,ac,default,default,8LAG_CRK_CC_360615-8SEQUOYAH_NP_360081
1275,8LAG CRK CC_360615,8SHELBY TN_360021,35.65702785,-89.39460044,35.38606284,-89.80340294,500,ac,default,default,8LAG_CRK_CC_360615-8SHELBY_TN_360021
1276,8LAG CRK CC_360615,8TRICO STEEL_360014,35.65702785,-89.39460044,34.60872576,-87.05506218,500,ac,default,default,8LAG_CRK_CC_360615-8TRICO_STEEL_360014
1277,8LAG CRK CC_360615,8UNION MS_360033,35.65702785,-89.39460044,34.37783096,-88.85850114,500,ac,default,default,8LAG_CRK_CC_360615-8UNION_MS_360033
1278,8LAG CRK CC_360615,8VOLUNTEER_360097,35.65702785,-89.39460044,36.1219789,-83.81482256,500,ac,default,default,8LAG_CRK_CC_360615-8VOLUNTEER_360097
1279,8LAG CRK CC_360615,8WEST POINT_360035,35.65702785,-89.39460044,33.63551392,-88.65363834,500,ac,default,default,8LAG_CRK_CC_360615-8WEST_POINT_360035
1280,8LAG CRK CC_360615,8WID CRK FP_360065,35.65702785,-89.39460044,34.88726197,-85.75423778,500,ac,default,default,8LAG_CRK_CC_360615-8WID_CRK_FP_360065
1281,8LAG CRK CC_360615,8WILSON TN_360071,35.65702785,-89.39460044,36.2052377,-86.46506033,500,ac,default,default,8LAG_CRK_CC_360615-8WILSON_TN_360071
1282,8LAG CRK CT_360568,8LIMESTONE_360088,36.27534882,-88.83423675,34.71890958,-86.84630969,500,ac,default,default,8LAG_CRK_CT_360568-8LIMESTONE_360088
1283,8LAG CRK CT_360568,8MADISON AL_360060,36.27534882,-88.83423675,34.79577878,-86.52158584,500,ac,default,default,8LAG_CRK_CT_360568-8MADISON_AL_360060
1284,8LAG CRK CT_360568,8MAGNOL CC1_360613,36.27534882,-88.83423675,34.8287922,-89.20041124,500,ac,default,default,8LAG_CRK_CT_360568-8MAGNOL_CC1_360613
1285,8LAG CRK CT_360568,8MARSHALL KY_360015,36.27534882,-88.83423675,37.02455006,-88.39384277,500,ac,default,default,8LAG_CRK_CT_360568-8MARSHALL_KY_360015
1286,8LAG CRK CT_360568,8MAURY TN_360050,36.27534882,-88.83423675,35.672863,-87.01861625,500,ac,default,default,8LAG_CRK_CT_360568-8MAURY_TN_360050
1287,8LAG CRK CT_360568,8MONTGOMERY_360044,36.27534882,-88.83423675,36.59438524,-87.25325857,500,ac,default,default,8LAG_CRK_CT_360568-8MONTGOMERY_360044
1288,8LAG CRK CT_360568,8PARADIS CC5_360185,36.27534882,-88.83423675,37.25966758,-86.97670194,500,ac,default,default,8LAG_CRK_CT_360568-8PARADIS_CC5_360185
1289,8LAG CRK CT_360568,8PARADISE CC_360117,36.27534882,-88.83423675,37.259697,-86.976991,500,ac,default,default,8LAG_CRK_CT_360568-8PARADISE_CC_360117
1290,8LAG CRK CT_360568,8PHIPPS B NP_360102,36.27534882,-88.83423675,36.46070569,-82.80788409,500,ac,default,default,8LAG_CRK_CT_360568-8PHIPPS_B_NP_360102
1291,8LAG CRK CT_360568,8PIN HOOK TN_360581,36.27534882,-88.83423675,36.04646628,-86.60595108,500,ac,default,default,8LAG_CRK_CT_360568-8PIN_HOOK_TN_360581
1292,8LAG CRK CT_360568,8PLATEAU TN_360077,36.27534882,-88.83423675,36.05858036,-85.14194112,500,ac,default,default,8LAG_CRK_CT_360568-8PLATEAU_TN_360077
1293,8LAG CRK CT_360568,8RACCOON MTN_360079,36.27534882,-88.83423675,35.05681146,-85.38724619,500,ac,default,default,8LAG_CRK_CT_360568-8RACCOON_MTN_360079
1294,8LAG CRK CT_360568,8RUTHERFORD_360010,36.27534882,-88.83423675,35.82791498,-86.59841524,500,ac,default,default,8LAG_CRK_CT_360568-8RUTHERFORD_360010
1295,8LAG CRK CT_360568,8SEQUOYAH NP_360081,36.27534882,-88.83423675,35.22706031,-85.09419774,500,ac,default,default,8LAG_CRK_CT_360568-8SEQUOYAH_NP_360081
1296,8LAG CRK CT_360568,8SHELBY TN_360021,36.27534882,-88.83423675,35.38606284,-89.80340294,500,ac,default,default,8LAG_CRK_CT_360568-8SHELBY_TN_360021
1297,8LAG CRK CT_360568,8TRICO STEEL_360014,36.27534882,-88.83423675,34.60872576,-87.05506218,500,ac,default,default,8LAG_CRK_CT_360568-8TRICO_STEEL_360014
1298,8LAG CRK CT_360568,8UNION MS_360033,36.27534882,-88.83423675,34.37783096,-88.85850114,500,ac,default,default,8LAG_CRK_CT_360568-8UNION_MS_360033
1299,8LAG CRK CT_360568,8VOLUNTEER_360097,36.27534882,-88.83423675,36.1219789,-83.81482256,500,ac,default,default,8LAG_CRK_CT_360568-8VOLUNTEER_360097
1300,8LAG CRK CT_360568,8WEST POINT_360035,36.27534882,-88.83423675,33.63551392,-88.65363834,500,ac,default,default,8LAG_CRK_CT_360568-8WEST_POINT_360035
1301,8LAG CRK CT_360568,8WID CRK FP_360065,36.27534882,-88.83423675,34.88726197,-85.75423778,500,ac,default,default,8LAG_CRK_CT_360568-8WID_CRK_FP_360065
1302,8LAG CRK CT_360568,8WILSON TN_360071,36.27534882,-88.83423675,36.2052377,-86.46506033,500,ac,default,default,8LAG_CRK_CT_360568-8WILSON_TN_360071
1303,8LIMESTONE_360088,8MADISON AL_360060,34.71890958,-86.84630969,34.79577878,-86.52158584,500,ac,default,default,8LIMESTONE_360088-8MADISON_AL_360060
1304,8LIMESTONE_360088,8MAGNOL CC1_360613,34.71890958,-86.84630969,34.8287922,-89.20041124,500,ac,default,default,8LIMESTONE_360088-8MAGNOL_CC1_360613
1305,8LIMESTONE_360088,8MARSHALL KY_360015,34.71890958,-86.84630969,37.02455006,-88.39384277,500,ac,default,default,8LIMESTONE_360088-8MARSHALL_KY_360015
1306,8LIMESTONE_360088,8MAURY TN_360050,34.71890958,-86.84630969,35.672863,-87.01861625,500,ac,default,default,8LIMESTONE_360088-8MAURY_TN_360050
1307,8LIMESTONE_360088,8MONTGOMERY_360044,34.71890958,-86.84630969,36.59438524,-87.25325857,500,ac,default,default,8LIMESTONE_360088-8MONTGOMERY_360044
1308,8LIMESTONE_360088,8PARADIS CC5_360185,34.71890958,-86.84630969,37.25966758,-86.97670194,500,ac,default,default,8LIMESTONE_360088-8PARADIS_CC5_360185
1309,8LIMESTONE_360088,8PARADISE CC_360117,34.71890958,-86.84630969,37.259697,-86.976991,500,ac,default,default,8LIMESTONE_360088-8PARADISE_CC_360117
1310,8LIMESTONE_360088,8PHIPPS B NP_360102,34.71890958,-86.84630969,36.46070569,-82.80788409,500,ac,default,default,8LIMESTONE_360088-8PHIPPS_B_NP_360102
1311,8LIMESTONE_360088,8PIN HOOK TN_360581,34.71890958,-86.84630969,36.04646628,-86.60595108,500,ac,default,default,8LIMESTONE_360088-8PIN_HOOK_TN_360581
1312,8LIMESTONE_360088,8PLATEAU TN_360077,34.71890958,-86.84630969,36.05858036,-85.14194112,500,ac,default,default,8LIMESTONE_360088-8PLATEAU_TN_360077
1313,8LIMESTONE_360088,8RACCOON MTN_360079,34.71890958,-86.84630969,35.05681146,-85.38724619,500,ac,default,default,8LIMESTONE_360088-8RACCOON_MTN_360079
1314,8LIMESTONE_360088,8RUTHERFORD_360010,34.71890958,-86.84630969,35.82791498,-86.59841524,500,ac,default,default,8LIMESTONE_360088-8RUTHERFORD_360010
1315,8LIMESTONE_360088,8SEQUOYAH NP_360081,34.71890958,-86.84630969,35.22706031,-85.09419774,500,ac,default,default,8LIMESTONE_360088-8SEQUOYAH_NP_360081
1316,8LIMESTONE_360088,8SHELBY TN_360021,34.71890958,-86.84630969,35.38606284,-89.80340294,500,ac,default,default,8LIMESTONE_360088-8SHELBY_TN_360021
1317,8LIMESTONE_360088,8TRICO STEEL_360014,34.71890958,-86.84630969,34.60872576,-87.05506218,500,ac,default,default,8LIMESTONE_360088-8TRICO_STEEL_360014
1318,8LIMESTONE_360088,8UNION MS_360033,34.71890958,-86.84630969,34.37783096,-88.85850114,500,ac,default,default,8LIMESTONE_360088-8UNION_MS_360033
1319,8LIMESTONE_360088,8VOLUNTEER_360097,34.71890958,-86.84630969,36.1219789,-83.81482256,500,ac,default,default,8LIMESTONE_360088-8VOLUNTEER_360097
1320,8LIMESTONE_360088,8WEST POINT_360035,34.71890958,-86.84630969,33.63551392,-88.65363834,500,ac,default,default,8LIMESTONE_360088-8WEST_POINT_360035
1321,8LIMESTONE_360088,8WID CRK FP_360065,34.71890958,-86.84630969,34.88726197,-85.75423778,500,ac,default,default,8LIMESTONE_360088-8WID_CRK_FP_360065
1322,8LIMESTONE_360088,8WILSON TN_360071,34.71890958,-86.84630969,36.2052377,-86.46506033,500,ac,default,default,8LIMESTONE_360088-8WILSON_TN_360071
1323,8MADISON AL_360060,8MAGNOL CC1_360613,34.79577878,-86.52158584,34.8287922,-89.20041124,500,ac,default,default,8MADISON_AL_360060-8MAGNOL_CC1_360613
1324,8MADISON AL_360060,8MARSHALL KY_360015,34.79577878,-86.52158584,37.02455006,-88.39384277,500,ac,default,default,8MADISON_AL_360060-8MARSHALL_KY_360015
1325,8MADISON AL_360060,8MAURY TN_360050,34.79577878,-86.52158584,35.672863,-87.01861625,500,ac,default,default,8MADISON_AL_360060-8MAURY_TN_360050
1326,8MADISON AL_360060,8MONTGOMERY_360044,34.79577878,-86.52158584,36.59438524,-87.25325857,500,ac,default,default,8MADISON_AL_360060-8MONTGOMERY_360044
1327,8MADISON AL_360060,8PARADIS CC5_360185,34.79577878,-86.52158584,37.25966758,-86.97670194,500,ac,default,default,8MADISON_AL_360060-8PARADIS_CC5_360185
1328,8MADISON AL_360060,8PARADISE CC_360117,34.79577878,-86.52158584,37.259697,-86.976991,500,ac,default,default,8MADISON_AL_360060-8PARADISE_CC_360117
1329,8MADISON AL_360060,8PHIPPS B NP_360102,34.79577878,-86.52158584,36.46070569,-82.80788409,500,ac,default,default,8MADISON_AL_360060-8PHIPPS_B_NP_360102
1330,8MADISON AL_360060,8PIN HOOK TN_360581,34.79577878,-86.52158584,36.04646628,-86.60595108,500,ac,default,default,8MADISON_AL_360060-8PIN_HOOK_TN_360581
1331,8MADISON AL_360060,8PLATEAU TN_360077,34.79577878,-86.52158584,36.05858036,-85.14194112,500,ac,default,default,8MADISON_AL_360060-8PLATEAU_TN_360077
1332,8MADISON AL_360060,8RACCOON MTN_360079,34.79577878,-86.52158584,35.05681146,-85.38724619,500,ac,default,default,8MADISON_AL_360060-8RACCOON_MTN_360079
1333,8MADISON AL_360060,8RUTHERFORD_360010,34.79577878,-86.52158584,35.82791498,-86.59841524,500,ac,default,default,8MADISON_AL_360060-8RUTHERFORD_360010
1334,8MADISON AL_360060,8SEQUOYAH NP_360081,34.79577878,-86.52158584,35.22706031,-85.09419774,500,ac,default,default,8MADISON_AL_360060-8SEQUOYAH_NP_360081
1335,8MADISON AL_360060,8SHELBY TN_360021,34.79577878,-86.52158584,35.38606284,-89.80340294,500,ac,default,default,8MADISON_AL_360060-8SHELBY_TN_360021
1336,8MADISON AL_360060,8TRICO STEEL_360014,34.79577878,-86.52158584,34.60872576,-87.05506218,500,ac,default,default,8MADISON_AL_360060-8TRICO_STEEL_360014
1337,8MADISON AL_360060,8UNION MS_360033,34.79577878,-86.52158584,34.37783096,-88.85850114,500,ac,default,default,8MADISON_AL_360060-8UNION_MS_360033
1338,8MADISON AL_360060,8VOLUNTEER_360097,34.79577878,-86.52158584,36.1219789,-83.81482256,500,ac,default,default,8MADISON_AL_360060-8VOLUNTEER_360097
1339,8MADISON AL_360060,8WEST POINT_360035,34.79577878,-86.52158584,33.63551392,-88.65363834,500,ac,default,default,8MADISON_AL_360060-8WEST_POINT_360035
1340,8MADISON AL_360060,8WID CRK FP_360065,34.79577878,-86.52158584,34.88726197,-85.75423778,500,ac,default,default,8MADISON_AL_360060-8WID_CRK_FP_360065
1341,8MADISON AL_360060,8WILSON TN_360071,34.79577878,-86.52158584,36.2052377,-86.46506033,500,ac,default,default,8MADISON_AL_360060-8WILSON_TN_360071
1342,8MAGNOL CC1_360613,8MARSHALL KY_360015,34.8287922,-89.20041124,37.02455006,-88.39384277,500,ac,default,default,8MAGNOL_CC1_360613-8MARSHALL_KY_360015
1343,8MAGNOL CC1_360613,8MAURY TN_360050,34.8287922,-89.20041124,35.672863,-87.01861625,500,ac,default,default,8MAGNOL_CC1_360613-8MAURY_TN_360050
1344,8MAGNOL CC1_360613,8MONTGOMERY_360044,34.8287922,-89.20041124,36.59438524,-87.25325857,500,ac,default,default,8MAGNOL_CC1_360613-8MONTGOMERY_360044
1345,8MAGNOL CC1_360613,8PARADIS CC5_360185,34.8287922,-89.20041124,37.25966758,-86.97670194,500,ac,default,default,8MAGNOL_CC1_360613-8PARADIS_CC5_360185
1346,8MAGNOL CC1_360613,8PARADISE CC_360117,34.8287922,-89.20041124,37.259697,-86.976991,500,ac,default,default,8MAGNOL_CC1_360613-8PARADISE_CC_360117
1347,8MAGNOL CC1_360613,8PHIPPS B NP_360102,34.8287922,-89.20041124,36.46070569,-82.80788409,500,ac,default,default,8MAGNOL_CC1_360613-8PHIPPS_B_NP_360102
1348,8MAGNOL CC1_360613,8PIN HOOK TN_360581,34.8287922,-89.20041124,36.04646628,-86.60595108,500,ac,default,default,8MAGNOL_CC1_360613-8PIN_HOOK_TN_360581
1349,8MAGNOL CC1_360613,8PLATEAU TN_360077,34.8287922,-89.20041124,36.05858036,-85.14194112,500,ac,default,default,8MAGNOL_CC1_360613-8PLATEAU_TN_360077
1350,8MAGNOL CC1_360613,8RACCOON MTN_360079,34.8287922,-89.20041124,35.05681146,-85.38724619,500,ac,default,default,8MAGNOL_CC1_360613-8RACCOON_MTN_360079
1351,8MAGNOL CC1_360613,8RUTHERFORD_360010,34.8287922,-89.20041124,35.82791498,-86.59841524,500,ac,default,default,8MAGNOL_CC1_360613-8RUTHERFORD_360010
1352,8MAGNOL CC1_360613,8SEQUOYAH NP_360081,34.8287922,-89.20041124,35.22706031,-85.09419774,500,ac,default,default,8MAGNOL_CC1_360613-8SEQUOYAH_NP_360081
1353,8MAGNOL CC1_360613,8SHELBY TN_360021,34.8287922,-89.20041124,35.38606284,-89.80340294,500,ac,default,default,8MAGNOL_CC1_360613-8SHELBY_TN_360021
1354,8MAGNOL CC1_360613,8TRICO STEEL_360014,34.8287922,-89.20041124,34.60872576,-87.05506218,500,ac,default,default,8MAGNOL_CC1_360613-8TRICO_STEEL_360014
1355,8MAGNOL CC1_360613,8UNION MS_360033,34.8287922,-89.20041124,34.37783096,-88.85850114,500,ac,default,default,8MAGNOL_CC1_360613-8UNION_MS_360033
1356,8MAGNOL CC1_360613,8VOLUNTEER_360097,34.8287922,-89.20041124,36.1219789,-83.81482256,500,ac,default,default,8MAGNOL_CC1_360613-8VOLUNTEER_360097
1357,8MAGNOL CC1_360613,8WEST POINT_360035,34.8287922,-89.20041124,33.63551392,-88.65363834,500,ac,default,default,8MAGNOL_CC1_360613-8WEST_POINT_360035
1358,8MAGNOL CC1_360613,8WID CRK FP_360065,34.8287922,-89.20041124,34.88726197,-85.75423778,500,ac,default,default,8MAGNOL_CC1_360613-8WID_CRK_FP_360065
1359,8MAGNOL CC1_360613,8WILSON TN_360071,34.8287922,-89.20041124,36.2052377,-86.46506033,500,ac,default,default,8MAGNOL_CC1_360613-8WILSON_TN_360071
1360,8MARSHALL KY_360015,8MAURY TN_360050,37.02455006,-88.39384277,35.672863,-87.01861625,500,ac,default,default,8MARSHALL_KY_360015-8MAURY_TN_360050
1361,8MARSHALL KY_360015,8MONTGOMERY_360044,37.02455006,-88.39384277,36.59438524,-87.25325857,500,ac,default,default,8MARSHALL_KY_360015-8MONTGOMERY_360044
1362,8MARSHALL KY_360015,8PARADIS CC5_360185,37.02455006,-88.39384277,37.25966758,-86.97670194,500,ac,default,default,8MARSHALL_KY_360015-8PARADIS_CC5_360185
1363,8MARSHALL KY_360015,8PARADISE CC_360117,37.02455006,-88.39384277,37.259697,-86.976991,500,ac,default,default,8MARSHALL_KY_360015-8PARADISE_CC_360117
1364,8MARSHALL KY_360015,8PHIPPS B NP_360102,37.02455006,-88.39384277,36.46070569,-82.80788409,500,ac,default,default,8MARSHALL_KY_360015-8PHIPPS_B_NP_360102
1365,8MARSHALL KY_360015,8PIN HOOK TN_360581,37.02455006,-88.39384277,36.04646628,-86.60595108,500,ac,default,default,8MARSHALL_KY_360015-8PIN_HOOK_TN_360581
1366,8MARSHALL KY_360015,8PLATEAU TN_360077,37.02455006,-88.39384277,36.05858036,-85.14194112,500,ac,default,default,8MARSHALL_KY_360015-8PLATEAU_TN_360077
1367,8MARSHALL KY_360015,8RACCOON MTN_360079,37.02455006,-88.39384277,35.05681146,-85.38724619,500,ac,default,default,8MARSHALL_KY_360015-8RACCOON_MTN_360079
1368,8MARSHALL KY_360015,8RUTHERFORD_360010,37.02455006,-88.39384277,35.82791498,-86.59841524,500,ac,default,default,8MARSHALL_KY_360015-8RUTHERFORD_360010
