start_BusName,end_BusName,start_lat,start_lon,end_lat,end_lon,length_km,voltage,cost_before_penalty,cost_after_penalty,added_cost,pct_increase
6COUNTY LINE_360013,6ROCK SPG GA_361500,34.74311084,-85.00751569,34.83897801,-85.28020801,64.846,230,81541895.675506,93060315.75082597,11518420.075319974,14.126
6KENSNGTN GA_361503,6ROCK SPG GA_361500,34.81265905,-85.32344844,34.83897801,-85.28020801,6.115,230,7720996.85919515,8527267.70965522,806270.85046007,10.443
6ALPHA GA_361502,6ROCK SPG GA_361500,34.813027,-84.853226,34.83897801,-85.28020801,113.784,230,138557422.93989474,159897489.81654325,21340066.87664852,15.402
6CLOUDLANDGA_361633,6ROCK SPG GA_361500,34.81849122,-85.5353055,34.83897801,-85.28020801,32.231,230,40481017.54117789,43657887.85708572,3176870.315907828,7.848
6BATTLFLD GA_361530,6ROCK SPG GA_361500,34.9555953,-85.26465286,34.83897801,-85.28020801,70.39,230,91174087.52584143,102293928.65529576,11119841.129454324,12.196
6CONCORD TN_361509,6ROCK SPG GA_361500,34.99679719,-85.1610968,34.83897801,-85.28020801,94.865,230,116822481.20608291,131801445.42923339,14978964.22315048,12.822
6CENTER PNT_360533,6CLOUDLANDGA_361633,34.6665318,-84.97089121,34.81849122,-85.5353055,108.689,230,139611868.49773327,164808512.7377964,25196644.24006314,18.048
6ALPHA GA_361502,6CLOUDLANDGA_361633,34.813027,-84.853226,34.81849122,-85.5353055,127.118,230,157048347.51287404,180347315.2164941,23298967.703620087,14.836
6BATTLFLD GA_361530,6CLOUDLANDGA_361633,34.9555953,-85.26465286,34.81849122,-85.5353055,40.046,230,53391034.48107455,60607090.16496706,7216055.683892515,13.515
6CENTER PNT_360533,6CONCORD TN_361509,34.6665318,-84.97089121,34.99679719,-85.1610968,80.377,230,98680129.76076284,112776271.74294251,14096141.982179666,14.285
6ALPHA GA_361502,6CONCORD TN_361509,34.813027,-84.853226,34.99679719,-85.1610968,53.084,230,65130952.496869326,75626277.85928427,10495325.362414943,16.114
6CLOUDLANDGA_361633,6CONCORD TN_361509,34.81849122,-85.5353055,34.99679719,-85.1610968,108.198,230,135313405.7790622,152258347.99570844,16944942.21664623,12.523
6BATTLFLD GA_361530,6CONCORD TN_361509,34.9555953,-85.26465286,34.99679719,-85.1610968,146.358,230,186006475.76372576,210864223.42358288,24857747.659857124,13.364
6CENTER PNT_360533,6LOOPERS FRM_360602,34.6665318,-84.97089121,34.708916,-84.922795,9.104,230,12361159.351459209,13330141.70909659,968982.3576373816,7.839
6COUNTY LINE_360013,6LOOPERS FRM_360602,34.74311084,-85.00751569,34.708916,-84.922795,82.299,230,100325250.97961704,114190347.95671363,13865096.977096591,13.82
6KENSNGTN GA_361503,6LOOPERS FRM_360602,34.81265905,-85.32344844,34.708916,-84.922795,98.354,230,126317588.19851774,149828673.29993895,23511085.101421203,18.613
6ALPHA GA_361502,6LOOPERS FRM_360602,34.813027,-84.853226,34.708916,-84.922795,20.387,230,24584016.158693902,26536454.17599358,1952438.0172996775,7.942
6CLOUDLANDGA_361633,6LOOPERS FRM_360602,34.81849122,-85.5353055,34.708916,-84.922795,115.441,230,148647285.8799715,174506585.6358051,25859299.755833607,17.396
6BATTLFLD GA_361530,6LOOPERS FRM_360602,34.9555953,-85.26465286,34.708916,-84.922795,153.6,230,199340355.86463505,233178997.43001783,33838641.56538278,16.975
6CONCORD TN_361509,6LOOPERS FRM_360602,34.99679719,-85.1610968,34.708916,-84.922795,72.589,230,88615737.60153496,100944055.84674592,12328318.245210957,13.912
6ALPHA GA_361502,6BATTLFLD GA_361530,34.813027,-84.853226,34.9555953,-85.26465286,146.512,230,200865249.65331694,219232251.43072784,18367001.77741091,9.144
6CENTER PNT_360533,6S HAVEN CC_360594,34.6665318,-84.97089121,34.99627529,-90.0485284,578.085,230,688095777.2618825,867139729.0947657,179043951.83288306,26.02
6LOOPERS FRM_360602,6S HAVEN CC_360594,34.708916,-84.922795,34.99627529,-90.0485284,584.836,230,697131194.6441207,876928546.616528,179797351.9724073,25.791
6COUNTY LINE_360013,6S HAVEN CC_360594,34.74311084,-85.00751569,34.99627529,-90.0485284,553.116,230,659632308.8546627,829236091.4369012,169603782.58223855,25.712
6KENSNGTN GA_361503,6S HAVEN CC_360594,34.81265905,-85.32344844,34.99627529,-90.0485284,519.62,230,617148612.1762794,782112505.8616353,164963893.6853559,26.73
6ALPHA GA_361502,6S HAVEN CC_360594,34.813027,-84.853226,34.99627529,-90.0485284,603.907,230,719437829.9263601,902149945.6106068,182712115.68424666,25.397
6CLOUDLANDGA_361633,6S HAVEN CC_360594,34.81849122,-85.5353055,34.99627529,-90.0485284,499.693,230,592088864.3455495,751235319.0596688,159146454.71411934,26.879
6ROCK SPG GA_361500,6S HAVEN CC_360594,34.83897801,-85.28020801,34.99627529,-90.0485284,523.509,230,621530613.576247,787458122.8994312,165927509.32318422,26.697
6BATTLFLD GA_361530,6S HAVEN CC_360594,34.9555953,-85.26465286,34.99627529,-90.0485284,511.785,230,610595521.7539045,794527332.4338641,183931810.6799596,30.123
6CONCORD TN_361509,6S HAVEN CC_360594,34.99679719,-85.1610968,34.99627529,-90.0485284,583.134,230,694912894.3852396,867766924.6282359,172854030.2429963,24.874
6CENTER PNT_360533,7SHAWNEE FP_360002,34.6665318,-84.97089121,37.150267,-88.778122,570.42,345,1095355640.9955368,1286306735.6723125,190951094.67677578,17.433
6LOOPERS FRM_360602,7SHAWNEE FP_360002,34.708916,-84.922795,37.150267,-88.778122,577.171,345,1109817437.8273346,1301715203.6139307,191897765.78659594,17.291
6COUNTY LINE_360013,7SHAWNEE FP_360002,34.74311084,-85.00751569,37.150267,-88.778122,541.161,345,1039274338.9466575,1212343529.9058099,173069190.95915246,16.653
6YOUNG GA_361454,7SHAWNEE FP_360002,34.75072952,-85.27349349,37.150267,-88.778122,499.478,345,962768444.9978719,1136717250.1635191,173948805.16564733,18.068
6KENSNGTN GA_361503,7SHAWNEE FP_360002,34.81265905,-85.32344844,37.150267,-88.778122,499.774,345,963034138.1814778,1132692788.5663807,169658650.38490304,17.617
6ALPHA GA_361502,7SHAWNEE FP_360002,34.813027,-84.853226,37.150267,-88.778122,558.102,345,1075351697.3693104,1268504409.8532188,193152712.48390839,17.962
