start_BusName,end_BusName,length_km,voltage,cost,rid,n_cells,cells_outside_region,orig_cost_sum,adj_cost_sum,pct_increase,frac_none,frac_low,frac_medium,frac_high,added_cost,added_cost_pipeline_basis,adj_cost_pipeline_basis
8BRADLEY TN_360662,8E POINT AL_360058,248.1717011161636,500,615317743.1274238,8BRADLEY_TN_360662-8E_POINT_AL_360058,2302,0,513698631.40625,514048905.5,0.06818669008152867,0.9930495221546481,0.0069504778453518675,0.0,0.0,350274.09375,419564.8025229531,615737307.9299467
8BENTON MS_360612,8E POINT AL_360058,365.24928547741735,500,890442268.4166932,8BENTON_MS_360612-8E_POINT_AL_360058,3467,0,761274128.828125,889582895.21875,16.854476138331197,0.28929910585520624,0.36832996827228154,0.20334583213152582,0.13902509374098646,128308766.390625,150079379.6559066,1040521648.0725998
8ANDERSON TN_360120,8E POINT AL_360058,338.894006205786,500,839930560.5658803,8ANDERSON_TN_360120-8E_POINT_AL_360058,3047,0,679441270.375,679441270.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,839930560.5658803
8BULL RUN FP_360093,8E POINT AL_360058,434.0916359972358,500,1084145154.7166467,8BULL_RUN_FP_360093-8E_POINT_AL_360058,3908,0,878188126.625,878188126.625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1084145154.7166467
8DAVIDSON TN_360048,8E POINT AL_360058,273.59802579248213,500,680459075.3905928,8DAVIDSON_TN_360048-8E_POINT_AL_360058,2587,0,578917067.703125,598372328.921875,3.3606300978375803,0.6718206416698879,0.3281793583301121,0.0,0.0,19455261.21875,22867712.49104357,703326787.8816364
8CUMBERLAND_360040,8E POINT AL_360058,308.2458309968946,500,744198103.0029671,8CUMBERLAND_360040-8E_POINT_AL_360058,2996,0,651341014.09375,719759515.96875,10.50425205760992,0.2923898531375167,0.5363818424566088,0.1712283044058745,0.0,68418501.875,78172444.54738316,822370547.5503503
7SHAWNEE FP_360002,8E POINT AL_360058,448.05132429368507,500,1074693718.7817254,7SHAWNEE_FP_360002-8E_POINT_AL_360058,4025,0,869013339.296875,1062162568.859375,22.226267518376464,0.14782608695652175,0.4027329192546584,0.2057142857142857,0.24372670807453417,193149229.5625,238864300.9396147,1313558019.7213402
8CHOCTAW MS_360654,8MONTGOMERY_360044,471.8168892723138,500,1136461397.570704,8CHOCTAW_MS_360654-8MONTGOMERY_360044,4398,0,953860835.28125,1181322848.890625,23.846456966891495,0.0,0.3938153706230105,0.5222828558435653,0.08390177353342429,227462013.609375,271005778.1170316,1407467175.6877356
8ACKERMAN CC_360627,8MONTGOMERY_360044,452.47464904653026,500,1091112955.9511542,8ACKERMAN_CC_360627-8MONTGOMERY_360044,4268,0,926381913.375,1107331507.109375,19.532936807362567,0.0,0.5302249297094658,0.46344892221180883,0.006326148078725398,180949593.734375,213126404.18288472,1304239360.134039
8CLAY_360688,8MONTGOMERY_360044,422.83448675938877,500,1021001211.4593531,8CLAY_360688-8MONTGOMERY_360044,4065,0,884100578.828125,1008889730.359375,14.114813915930014,0.04034440344403444,0.7694956949569496,0.15793357933579336,0.03222632226322263,124789151.53125,144112421.0768788,1165113632.536232
